nombre,tipos,generacion,categoria,habilidades,peso,altura,ps,ataque,defensa,ataque_s,defensa_s,velocidad,foto
Rufflet,"Tipo normal,Tipo volador",Quinta generación,Aguilucho,"Vista lince,Potencia bruta","10,5 kg","0,5 m",70,83,50,37,50,60,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3f/latest/20220131205514/Rufflet.png/200px-Rufflet.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3f/latest/20220131205514/Rufflet.png/200px-Rufflet.png"
Braviary,"Tipo normal,Tipo volador",Quinta generación,Aguerrido,"Vista lince,Potencia bruta","41,0 kg","1,5 m",100,123,75,57,75,80,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2c/latest/20160703190941/Braviary.png/200px-Braviary.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2c/latest/20160703190941/Braviary.png/200px-Braviary.png"
Vullaby,"Tipo siniestro,Tipo volador",Quinta generación,Pañal,"Sacapecho,Funda","9,0 kg","0,5 m",70,55,75,45,65,60,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/84/latest/20230707040112/Vullaby.png/200px-Vullaby.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/84/latest/20230707040112/Vullaby.png/200px-Vullaby.png"
Mandibuzz,"Tipo siniestro,Tipo volador",Quinta generación,Buitre Hueso,"Sacapecho,Funda","39,5 kg","1,2 m",110,65,105,55,95,80,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/ef/latest/20210327201008/Mandibuzz.png/200px-Mandibuzz.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/ef/latest/20210327201008/Mandibuzz.png/200px-Mandibuzz.png"
Heatmor,Tipo fuego,Quinta generación,Hormiguero,"Gula,Absorbe fuego","58,0 kg","1,4 m",85,97,66,105,66,65,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5c/latest/20230702025610/Heatmor.png/200px-Heatmor.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5c/latest/20230702025610/Heatmor.png/200px-Heatmor.png"
Durant,"Tipo bicho,Tipo acero",Quinta generación,Hormigacero,"Enjambre,Entusiasmo","33,0 kg","0,3 m",58,109,112,48,48,109,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5b/latest/20230723223626/Durant.png/200px-Durant.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5b/latest/20230723223626/Durant.png/200px-Durant.png"
Deino,"Tipo siniestro,Tipo dragón",Quinta generación,Tosco,Entusiasmo,"17,3 kg","0,8 m",52,65,50,45,50,38,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/59/latest/20230723223721/Deino.png/200px-Deino.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/59/latest/20230723223721/Deino.png/200px-Deino.png"
Zweilous,"Tipo siniestro,Tipo dragón",Quinta generación,Violento,Entusiasmo,"50,0 kg","1,4 m",72,85,70,65,70,58,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a0/latest/20230708030831/Zweilous.png/200px-Zweilous.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a0/latest/20230708030831/Zweilous.png/200px-Zweilous.png"
Hydreigon,"Tipo siniestro,Tipo dragón",Quinta generación,Voraz,Levitación,"160,0 kg","1,8 m",92,105,90,125,90,98,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1c/latest/20200810211834/Hydreigon.png/200px-Hydreigon.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1c/latest/20200810211834/Hydreigon.png/200px-Hydreigon.png"
Larvesta,"Tipo bicho,Tipo fuego",Quinta generación,Antorcha,Cuerpo llama,"28,8 kg","1,1 m",55,85,55,50,55,60,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d3/latest/20230702030138/Larvesta.png/200px-Larvesta.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d3/latest/20230702030138/Larvesta.png/200px-Larvesta.png"
Volcarona,"Tipo bicho,Tipo fuego",Quinta generación,Sol,Cuerpo llama,"46,0 kg","1,6 m",85,60,65,135,105,100,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5e/latest/20230524183943/Volcarona.png/200px-Volcarona.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5e/latest/20230524183943/Volcarona.png/200px-Volcarona.png"
Cobalion,"Tipo acero,Tipo lucha",Quinta generación,Tesón acero,Justiciero,"250,0 kg","2,1 m",91,90,129,90,72,108,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/18/latest/20230614193705/Cobalion.png/200px-Cobalion.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/18/latest/20230614193705/Cobalion.png/200px-Cobalion.png"
Terrakion,"Tipo roca,Tipo lucha",Quinta generación,Gruta,Justiciero,"260,0 kg","1,9 m",91,129,90,72,90,108,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/83/latest/20141113215523/Terrakion.png/200px-Terrakion.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/83/latest/20141113215523/Terrakion.png/200px-Terrakion.png"
Virizion,"Tipo planta,Tipo lucha",Quinta generación,Prado,Justiciero,"200,0 kg","2,0 m",91,90,72,90,129,108,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/64/latest/20141113220353/Virizion.png/200px-Virizion.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/64/latest/20141113220353/Virizion.png/200px-Virizion.png"
Tornadus,Tipo volador,Quinta generación,Torbellino,"Bromista,Regeneración","63,0 kg","1,5 m",79,115,70,125,80,111,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1d/latest/20141113215853/Tornadus_avatar.png/200px-Tornadus_avatar.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1d/latest/20141113215853/Tornadus_avatar.png/200px-Tornadus_avatar.png"
Thundurus,"Tipo eléctrico,Tipo volador",Quinta generación,Centella,"Bromista,Absorbe electricidad","61,0 kg","1,5 m",79,115,70,125,80,111,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2c/latest/20141113215731/Thundurus_avatar.png/200px-Thundurus_avatar.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2c/latest/20141113215731/Thundurus_avatar.png/200px-Thundurus_avatar.png"
Reshiram,"Tipo dragón,Tipo fuego",Quinta generación,Blanco veraz,Turbollama,"330,0 kg","3,2 m",100,120,100,150,120,90,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e2/latest/20150621183600/Reshiram.png/200px-Reshiram.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e2/latest/20150621183600/Reshiram.png/200px-Reshiram.png"
Zekrom,"Tipo dragón,Tipo eléctrico",Quinta generación,Negro puro,Terravoltaje,"345,0 kg","2,9 m",100,150,120,120,100,90,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/68/latest/20150621183442/Zekrom.png/200px-Zekrom.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/68/latest/20150621183442/Zekrom.png/200px-Zekrom.png"
Landorus,"Tipo tierra,Tipo volador",Quinta generación,Fertilidad,"Poder arena,Intimidación","68,0 kg","1,5 m",89,125,90,115,80,101,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1c/latest/20161201010213/Landorus_avatar.png/200px-Landorus_avatar.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1c/latest/20161201010213/Landorus_avatar.png/200px-Landorus_avatar.png"
Kyurem,"Tipo dragón,Tipo hielo",Quinta generación,Frontera,"Presión,Terravoltaje,Turbollama","325,0 kg","3,0 m",125,130,90,130,90,95,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f0/latest/20160510085327/Kyurem.png/200px-Kyurem.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f0/latest/20160510085327/Kyurem.png/200px-Kyurem.png"
Keldeo,"Tipo agua,Tipo lucha",Quinta generación,Potro,Justiciero,"48,5 kg","1,4 m",91,72,90,129,90,108,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6a/latest/20150601120006/Keldeo.png/200px-Keldeo.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6a/latest/20150601120006/Keldeo.png/200px-Keldeo.png"
Meloetta,"Tipo normal,Tipo psíquico,Tipo normal,Tipo lucha",Quinta generación,Melodía,Dicha,"6,5 kg","0,6 m",100,77,77,128,128,90,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9f/latest/20150227053804/Meloetta_l%C3%ADrica.png/200px-Meloetta_l%C3%ADrica.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9f/latest/20150227053804/Meloetta_l%C3%ADrica.png/200px-Meloetta_l%C3%ADrica.png"
Genesect,"Tipo bicho,Tipo acero",Quinta generación,Paleozoico,Descarga,"82,5 kg","1,5 m",71,120,95,120,95,99,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/ae/latest/20150621184119/Genesect.png/200px-Genesect.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/ae/latest/20150621184119/Genesect.png/200px-Genesect.png"
Chespin,Tipo planta,Sexta generación,Erizo,Espesura,"9,0 kg","0,4 m",56,61,65,48,45,38,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/46/latest/20190430155233/Chespin.png/200px-Chespin.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/46/latest/20190430155233/Chespin.png/200px-Chespin.png"
Quilladin,Tipo planta,Sexta generación,Corazaespín,Espesura,"29,0 kg","0,7 m",61,78,95,56,58,57,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9a/latest/20190430010633/Quilladin.png/200px-Quilladin.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9a/latest/20190430010633/Quilladin.png/200px-Quilladin.png"
Chesnaught,"Tipo planta,Tipo lucha",Sexta generación,Corazaespín,Espesura,"90,0 kg","1,6 m",88,107,122,74,75,64,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/60/latest/20190430114627/Chesnaught.png/200px-Chesnaught.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/60/latest/20190430114627/Chesnaught.png/200px-Chesnaught.png"
Fennekin,Tipo fuego,Sexta generación,Zorro,Mar llamas,"9,4 kg","0,4 m",40,45,40,62,60,60,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/11/latest/20190430161933/Fennekin.png/200px-Fennekin.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/11/latest/20190430161933/Fennekin.png/200px-Fennekin.png"
Braixen,Tipo fuego,Sexta generación,Zorro,Mar llamas,"14,5 kg","1,0 m",59,59,58,90,70,73,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3e/latest/20150301005656/Braixen.png/200px-Braixen.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3e/latest/20150301005656/Braixen.png/200px-Braixen.png"
Delphox,"Tipo fuego,Tipo psíquico",Sexta generación,Zorro,Mar llamas,"39,0 kg","1,5 m",75,69,72,114,100,104,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b4/latest/20190430161644/Delphox.png/200px-Delphox.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b4/latest/20190430161644/Delphox.png/200px-Delphox.png"
Froakie,Tipo agua,Sexta generación,Burburrana,Torrente,"7,0 kg","0,3 m",41,56,40,62,44,71,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/8e/latest/20230701044338/Froakie.png/200px-Froakie.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/8e/latest/20230701044338/Froakie.png/200px-Froakie.png"
Frogadier,Tipo agua,Sexta generación,Burburrana,Torrente,"10,9 kg","0,6 m",54,63,52,83,56,97,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/91/latest/20230702050056/Frogadier.png/200px-Frogadier.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/91/latest/20230702050056/Frogadier.png/200px-Frogadier.png"
Greninja,"Tipo agua,Tipo siniestro",Sexta generación,Ninja,"Torrente,Fuerte afecto","40,0 kg","1,5 m",72,95,67,103,71,122,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/90/latest/20200305050012/Greninja.png/200px-Greninja.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/90/latest/20200305050012/Greninja.png/200px-Greninja.png"
Bunnelby,Tipo normal,Sexta generación,Excavador,"Recogida,Carrillo","5,0 kg","0,4 m",38,36,38,32,36,57,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9c/latest/20230701043229/Bunnelby.png/200px-Bunnelby.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9c/latest/20230701043229/Bunnelby.png/200px-Bunnelby.png"
Diggersby,"Tipo normal,Tipo tierra",Sexta generación,Excavador,"Recogida,Carrillo","42,4 kg","1,0 m",85,56,77,50,77,78,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/72/latest/20230723223726/Diggersby.png/200px-Diggersby.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/72/latest/20230723223726/Diggersby.png/200px-Diggersby.png"
Fletchling,"Tipo normal,Tipo volador",Sexta generación,Petirrojo,Sacapecho,"1,7 kg","0,3 m",45,50,43,40,38,62,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/dd/latest/20190429173228/Fletchling.png/200px-Fletchling.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/dd/latest/20190429173228/Fletchling.png/200px-Fletchling.png"
Fletchinder,"Tipo fuego,Tipo volador",Sexta generación,Lumbre,Cuerpo llama,"16,0 kg","0,7 m",62,73,55,56,52,84,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6f/latest/20190429162603/Fletchinder.png/200px-Fletchinder.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6f/latest/20190429162603/Fletchinder.png/200px-Fletchinder.png"
Talonflame,"Tipo fuego,Tipo volador",Sexta generación,Flamígero,Cuerpo llama,"24,5 kg","1,2 m",78,81,71,74,69,126,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/bc/latest/20190429170156/Talonflame.png/200px-Talonflame.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/bc/latest/20190429170156/Talonflame.png/200px-Talonflame.png"
Scatterbug,Tipo bicho,Sexta generación,Tiraescamas,"Polvo escudo,Ojo compuesto","2,5 kg","0,3 m",38,35,40,27,25,35,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b0/latest/20200720125154/Scatterbug.png/200px-Scatterbug.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b0/latest/20200720125154/Scatterbug.png/200px-Scatterbug.png"
Spewpa,Tipo bicho,Sexta generación,Tiraescamas,Mudar,"8,4 kg","0,3 m",45,22,60,27,30,29,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/65/latest/20200720145027/Spewpa.png/200px-Spewpa.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/65/latest/20200720145027/Spewpa.png/200px-Spewpa.png"
Vivillon,"Tipo bicho,Tipo volador",Sexta generación,Escamaposa,"Polvo escudo,Ojo compuesto","17,0 kg","1,2 m",80,52,50,90,50,89,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/07/latest/20160119235412/Vivillon_floral.png/200px-Vivillon_floral.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/07/latest/20160119235412/Vivillon_floral.png/200px-Vivillon_floral.png"
Litleo,"Tipo fuego,Tipo normal",Sexta generación,Leoncito,"Rivalidad,Nerviosismo","13,5 kg","0,6 m",62,50,58,73,54,72,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c7/latest/20200720145646/Litleo.png/200px-Litleo.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c7/latest/20200720145646/Litleo.png/200px-Litleo.png"
Pyroar,"Tipo fuego,Tipo normal",Sexta generación,Regio,"Rivalidad,Nerviosismo","81,5 kg","1,5 m",86,68,72,109,66,106,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a4/latest/20230704000638/Pyroar.png/200px-Pyroar.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a4/latest/20230704000638/Pyroar.png/200px-Pyroar.png"
Flabébé,Tipo hada,Sexta generación,Monoflor,Velo flor,"0,1 kg","0,1 m",44,38,39,61,79,42,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c6/latest/20190422215431/Flab%C3%A9b%C3%A9_roja.png/200px-Flab%C3%A9b%C3%A9_roja.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c6/latest/20190422215431/Flab%C3%A9b%C3%A9_roja.png/200px-Flab%C3%A9b%C3%A9_roja.png"
Floette,Tipo hada,Sexta generación,Monoflor,Velo flor,"0,9 kg","0,2 m",54,45,47,75,98,52,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20190423164648/Floette_roja.png/200px-Floette_roja.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20190423164648/Floette_roja.png/200px-Floette_roja.png"
Florges,Tipo hada,Sexta generación,Jardín,Velo flor,"10,0 kg","1,1 m",78,65,68,112,154,75,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/fb/latest/20190423165205/Florges_roja.png/200px-Florges_roja.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/fb/latest/20190423165205/Florges_roja.png/200px-Florges_roja.png"
Skiddo,Tipo planta,Sexta generación,Montura,Herbívoro,"31,0 kg","0,9 m",66,65,48,62,57,52,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/17/latest/20190429184545/Skiddo.png/200px-Skiddo.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/17/latest/20190429184545/Skiddo.png/200px-Skiddo.png"
Gogoat,Tipo planta,Sexta generación,Montura,Herbívoro,"91,0 kg","1,7 m",123,100,62,97,81,68,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5d/latest/20190429190447/Gogoat.png/200px-Gogoat.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5d/latest/20190429190447/Gogoat.png/200px-Gogoat.png"
Pancham,Tipo lucha,Sexta generación,Juguetón,"Puño férreo,Rompemoldes","8,0 kg","0,6 m",67,82,62,46,48,43,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c9/latest/20190425222516/Pancham.png/200px-Pancham.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c9/latest/20190425222516/Pancham.png/200px-Pancham.png"
Pangoro,"Tipo lucha,Tipo siniestro",Sexta generación,Rostro fiero,"Puño férreo,Rompemoldes","136,0 kg","2,1 m",95,124,78,69,71,58,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f2/latest/20160128014209/Pangoro.png/200px-Pangoro.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f2/latest/20160128014209/Pangoro.png/200px-Pangoro.png"
Furfrou,Tipo normal,Sexta generación,Caniche,Pelaje recio,"28,0 kg","1,2 m",75,80,60,65,90,102,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d0/latest/20230701044437/Furfrou.png/200px-Furfrou.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d0/latest/20230701044437/Furfrou.png/200px-Furfrou.png"
Espurr,Tipo psíquico,Sexta generación,Moderación,"Vista lince,Allanamiento","3,5 kg","0,3 m",62,48,54,63,60,68,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20190425184853/Espurr.png/200px-Espurr.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20190425184853/Espurr.png/200px-Espurr.png"
Meowstic,Tipo psíquico,Sexta generación,Autocontrol,"Vista lince,Allanamiento","8,5 kg","0,6 m",74,48,76,83,81,104,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0b/latest/20230705045824/Meowstic.png/200px-Meowstic.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0b/latest/20230705045824/Meowstic.png/200px-Meowstic.png"
Honedge,"Tipo acero,Tipo fantasma",Sexta generación,Tizona,Indefenso,"2,0 kg","0,8 m",45,80,100,35,37,28,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/34/latest/20190423162459/Honedge.png/200px-Honedge.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/34/latest/20190423162459/Honedge.png/200px-Honedge.png"
Doublade,"Tipo acero,Tipo fantasma",Sexta generación,Tizona,Indefenso,"4,5 kg","0,8 m",59,110,150,45,49,35,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/66/latest/20190423162713/Doublade.png/200px-Doublade.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/66/latest/20190423162713/Doublade.png/200px-Doublade.png"
Aegislash,"Tipo acero,Tipo fantasma",Sexta generación,Espada real,Cambio táctico,"53,0 kg","1,7 m",60,50,150,50,150,60,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/86/latest/20190423163814/Aegislash.png/200px-Aegislash.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/86/latest/20190423163814/Aegislash.png/200px-Aegislash.png"
Spritzee,Tipo hada,Sexta generación,Aroma,Alma cura,"0,5 kg","0,2 m",78,52,60,63,65,23,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e2/latest/20151017013120/Spritzee.png/200px-Spritzee.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e2/latest/20151017013120/Spritzee.png/200px-Spritzee.png"
Aromatisse,Tipo hada,Sexta generación,Fragancia,Alma cura,"15,5 kg","0,8 m",101,72,72,99,89,29,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/40/latest/20190425185255/Aromatisse.png/200px-Aromatisse.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/40/latest/20190425185255/Aromatisse.png/200px-Aromatisse.png"
Swirlix,Tipo hada,Sexta generación,Chuchería,Velo dulce,"3,5 kg","0,4 m",62,48,66,59,57,49,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1c/latest/20150911215450/Swirlix.png/200px-Swirlix.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1c/latest/20150911215450/Swirlix.png/200px-Swirlix.png"
Slurpuff,Tipo hada,Sexta generación,Nata,Velo dulce,"5,0 kg","0,8 m",82,80,86,85,75,72,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a2/latest/20190425191052/Slurpuff.png/200px-Slurpuff.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a2/latest/20190425191052/Slurpuff.png/200px-Slurpuff.png"
Inkay,"Tipo siniestro,Tipo psíquico",Sexta generación,Rotación,"Respondón,Ventosas","3,5 kg","0,4 m",53,54,53,37,46,45,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6a/latest/20160625145903/Inkay.png/200px-Inkay.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6a/latest/20160625145903/Inkay.png/200px-Inkay.png"
